Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Duration_hrs,Dep_Time_hour,Dep_Time_min
Jet Airways,Banglore,Delhi,0,No info,7229.0,24,5,2019,8,8,2,6,0
Multiple carriers,Delhi,Cochin,1,No info,15603.0,6,3,2019,21,21,14,7,0
IndiGo,Banglore,Delhi,0,No info,4823.0,27,5,2019,22,22,2,20,0
Jet Airways,Mumbai,Hyderabad,0,No info,8040.0,3,4,2019,11,11,1,10,20
Jet Airways,Kolkata,Banglore,1,No info,13941.0,6,5,2019,10,10,27,6,30
Jet Airways,Delhi,Cochin,1,No info,14714.0,6,6,2019,4,4,6,21,50
Vistara,Kolkata,Banglore,1,No info,7927.0,1,4,2019,18,18,11,7,10
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030.0,15,5,2019,14,14,2,11,10
IndiGo,Delhi,Cochin,1,No info,8285.0,21,3,2019,21,21,11,9,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,6,5,2019,18,18,9,8,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,12,5,2019,9,9,26,6,30
IndiGo,Kolkata,Banglore,0,No info,4148.0,27,3,2019,0,0,2,22,10
IndiGo,Delhi,Cochin,1,No info,6496.0,24,6,2019,10,10,4,5,10
IndiGo,Kolkata,Banglore,0,No info,4148.0,18,3,2019,0,0,2,22,10
Jet Airways,Kolkata,Banglore,1,No info,13339.0,24,3,2019,19,19,13,6,30
Jet Airways,Delhi,Cochin,2,No info,13882.0,15,6,2019,12,12,27,9,25
IndiGo,Banglore,Delhi,0,No info,3943.0,12,5,2019,4,4,2,1,30
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087.0,12,3,2019,12,12,15,20,35
Jet Airways,Delhi,Cochin,2,In-flight meal not included,15318.0,6,6,2019,4,4,8,20,0
SpiceJet,Kolkata,Banglore,0,No info,3873.0,6,6,2019,0,0,2,22,20
Multiple carriers,Delhi,Cochin,1,No info,11573.0,27,5,2019,19,19,14,4,55
Vistara,Banglore,Delhi,0,No info,4668.0,15,5,2019,14,14,2,11,30
Air India,Banglore,New Delhi,2,No info,13576.0,1,3,2019,22,22,16,5,50
Air India,Banglore,New Delhi,1,1 Long layover,15434.0,1,3,2019,13,13,25,11,50
Vistara,Banglore,Delhi,0,No info,5403.0,21,4,2019,14,14,2,11,30
Jet Airways,Kolkata,Banglore,1,No info,14781.0,21,5,2019,8,8,11,21,10
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544.0,9,4,2019,14,14,2,11,10
Air India,Kolkata,Banglore,2,No info,9416.0,12,6,2019,7,7,19,12,0
Vistara,Kolkata,Banglore,1,No info,8662.0,9,6,2019,22,22,15,7,10
Air India,Delhi,Cochin,1,No info,9194.0,24,6,2019,19,19,9,10,0
SpiceJet,Kolkata,Banglore,0,No info,3873.0,3,6,2019,9,9,2,6,55
IndiGo,Kolkata,Banglore,1,No info,11465.0,9,6,2019,14,14,4,9,20
Air India,Delhi,Cochin,1,No info,8907.0,9,6,2019,23,23,13,9,45
Jet Airways,Delhi,Cochin,1,No info,12242.0,27,3,2019,4,4,18,9,55
Multiple carriers,Delhi,Cochin,1,No info,12192.0,12,6,2019,19,19,9,10,0
Vistara,Kolkata,Banglore,1,No info,8505.0,1,4,2019,10,10,27,7,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,9,5,2019,9,9,19,14,5
Multiple carriers,Delhi,Cochin,1,No info,8614.0,15,6,2019,19,19,11,7,30
Multiple carriers,Delhi,Cochin,1,No info,7740.0,3,6,2019,21,21,8,12,50
IndiGo,Delhi,Cochin,1,No info,8854.0,1,5,2019,1,1,6,18,35
IndiGo,Delhi,Cochin,2,No info,7682.0,6,3,2019,21,21,12,8,35
IndiGo,Kolkata,Banglore,0,No info,4804.0,9,5,2019,19,19,2,17,15
Vistara,Banglore,Delhi,0,No info,4668.0,21,5,2019,12,12,2,9,45
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,5797.0,24,6,2019,1,1,10,15,15
Air India,Delhi,Cochin,0,No info,4729.0,3,4,2019,17,17,3,14,10
IndiGo,Kolkata,Banglore,1,No info,5069.0,24,5,2019,13,13,4,8,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,1,5,2019,9,9,13,20,0
Air India,Delhi,Cochin,1,No info,7952.0,6,6,2019,9,9,12,20,40
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,24,6,2019,12,12,26,10,0
Jet Airways,Delhi,Cochin,2,No info,13882.0,6,6,2019,4,4,16,11,45
IndiGo,Banglore,Delhi,0,No info,4591.0,12,5,2019,15,15,2,13,0
Air India,Mumbai,Hyderabad,2,No info,16172.0,12,3,2019,16,16,4,21,10
IndiGo,Banglore,Delhi,0,No info,4591.0,18,4,2019,4,4,2,1,30
IndiGo,Mumbai,Hyderabad,0,No info,4049.0,24,6,2019,7,7,1,6,25
IndiGo,Kolkata,Banglore,0,No info,4804.0,3,5,2019,18,18,2,15,30
Multiple carriers,Delhi,Cochin,1,No info,6673.0,27,3,2019,15,15,7,8,0
Air India,Delhi,Cochin,2,No info,13591.0,15,6,2019,19,19,23,20,15
IndiGo,Banglore,Delhi,0,No info,4077.0,9,5,2019,8,8,2,6,5
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,12927.0,1,6,2019,19,19,12,7,5
Jet Airways,Delhi,Cochin,2,No info,16274.0,21,5,2019,12,12,7,5,30
Vistara,Banglore,Delhi,0,No info,4668.0,15,5,2019,9,9,2,7,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,27,5,2019,12,12,15,20,55
Air India,Mumbai,Hyderabad,1,No info,11678.0,6,3,2019,23,23,7,16,0
IndiGo,Delhi,Cochin,1,No info,5775.0,12,6,2019,3,3,5,21,50
SpiceJet,Kolkata,Banglore,0,No info,5515.0,1,3,2019,11,11,2,9,0
Jet Airways,Banglore,New Delhi,1,No info,13555.0,18,3,2019,9,9,10,22,50
Jet Airways,Kolkata,Banglore,1,No info,14571.0,24,5,2019,4,4,12,16,30
SpiceJet,Mumbai,Hyderabad,0,No info,2227.0,9,6,2019,14,14,1,13,15
Air India,Banglore,Delhi,0,No info,6961.0,24,6,2019,16,16,2,13,20
Air India,Delhi,Cochin,1,No info,15704.0,9,3,2019,19,19,12,7,0
Jet Airways,Mumbai,Hyderabad,0,No info,8040.0,6,3,2019,11,11,1,10,20
Jet Airways,Delhi,Cochin,1,No info,14714.0,1,6,2019,4,4,9,19,15
Jet Airways,Delhi,Cochin,2,In-flight meal not included,9296.0,27,3,2019,4,4,22,6,20
Multiple carriers,Delhi,Cochin,1,No info,10197.0,21,5,2019,19,19,10,9,0
Air India,Delhi,Cochin,1,No info,8372.0,12,6,2019,19,19,6,13,0
Vistara,Delhi,Cochin,0,No info,6741.0,9,3,2019,17,17,2,14,55
IndiGo,Chennai,Kolkata,0,No info,6297.0,9,3,2019,19,19,2,17,5
Jet Airways,Kolkata,Banglore,1,No info,13626.0,12,6,2019,18,18,9,8,25
IndiGo,Delhi,Cochin,1,No info,6426.0,21,3,2019,7,7,5,2,0
Jet Airways,Delhi,Cochin,2,No info,20904.0,9,3,2019,4,4,8,20,10
Air Asia,Delhi,Cochin,1,No info,6451.0,9,4,2019,7,7,10,20,45
Air India,Banglore,New Delhi,1,No info,12704.0,1,3,2019,23,23,14,9,30
Jet Airways,Kolkata,Banglore,1,No info,13067.0,24,5,2019,9,9,13,20,25
Jet Airways,Banglore,Delhi,0,No info,7229.0,18,5,2019,8,8,2,6,0
Jet Airways,Delhi,Cochin,2,No info,12347.0,21,3,2019,4,4,34,18,25
Multiple carriers,Delhi,Cochin,1,No info,17057.0,3,3,2019,21,21,7,13,55
Air India,Kolkata,Banglore,2,No info,8366.0,18,5,2019,18,18,8,9,25
Air Asia,Kolkata,Banglore,1,No info,7870.0,9,6,2019,19,19,11,7,35
IndiGo,Mumbai,Hyderabad,0,No info,3603.0,12,5,2019,18,18,1,16,55
Air India,Kolkata,Banglore,1,No info,11936.0,12,6,2019,16,16,9,7,0
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8925.0,27,5,2019,1,1,15,10,0
Air India,Delhi,Cochin,0,No info,6934.0,21,4,2019,17,17,3,14,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6542.0,15,4,2019,19,19,7,11,30
IndiGo,Kolkata,Banglore,0,No info,4778.0,15,3,2019,16,16,2,14,20
IndiGo,Kolkata,Banglore,0,No info,4804.0,24,5,2019,19,19,2,17,15
Jet Airways,Kolkata,Banglore,1,No info,14151.0,12,5,2019,10,10,14,20,25
Multiple carriers,Delhi,Cochin,1,No info,16108.0,1,6,2019,19,19,6,13,0
Multiple carriers,Delhi,Cochin,1,No info,13377.0,1,6,2019,1,1,10,15,0
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919.0,1,4,2019,12,12,2,9,30
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,15136.0,6,3,2019,21,21,7,13,55
Vistara,Kolkata,Banglore,1,No info,9345.0,21,5,2019,20,20,13,7,10
Multiple carriers,Delhi,Cochin,1,No info,12327.0,27,3,2019,15,15,13,2,15
Jet Airways,Banglore,New Delhi,1,No info,12284.0,18,3,2019,16,16,7,8,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,11848.0,9,3,2019,4,4,11,17,25
Jet Airways,Delhi,Cochin,1,No info,16079.0,21,5,2019,19,19,24,18,15
IndiGo,Kolkata,Banglore,0,No info,4804.0,3,5,2019,0,0,2,22,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,9,6,2019,23,23,27,20,0
Vistara,Kolkata,Banglore,1,No info,8505.0,1,4,2019,10,10,14,20,20
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769.0,3,6,2019,8,8,2,6,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,1,5,2019,20,20,12,8,25
SpiceJet,Chennai,Kolkata,0,No info,3597.0,24,5,2019,10,10,2,8,20
Multiple carriers,Delhi,Cochin,1,No info,16497.0,6,3,2019,18,18,8,10,0
Jet Airways,Kolkata,Banglore,1,No info,14151.0,15,5,2019,19,19,26,17,0
IndiGo,Kolkata,Banglore,0,No info,4804.0,6,5,2019,12,12,2,9,35
Air India,Mumbai,Hyderabad,0,No info,3100.0,24,5,2019,16,16,1,15,0
Jet Airways,Delhi,Cochin,1,No info,14714.0,3,6,2019,19,19,10,9,0
IndiGo,Mumbai,Hyderabad,0,No info,8853.0,1,3,2019,18,18,1,16,55
IndiGo,Delhi,Cochin,1,No info,6582.0,1,6,2019,12,12,5,7,15
Vistara,Banglore,Delhi,0,No info,4668.0,3,6,2019,14,14,2,11,30
Jet Airways,Kolkata,Banglore,1,No info,14571.0,6,6,2019,16,16,20,20,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,13843.0,6,3,2019,4,4,6,21,50
Multiple carriers,Delhi,Cochin,1,No info,7354.0,3,6,2019,19,19,12,6,40
IndiGo,Kolkata,Banglore,0,No info,4804.0,1,6,2019,0,0,2,22,15
IndiGo,Chennai,Kolkata,0,No info,5277.0,1,6,2019,0,0,2,22,5
Air India,Delhi,Cochin,1,No info,5998.0,27,3,2019,8,8,11,20,30
IndiGo,Banglore,Delhi,0,No info,4591.0,1,4,2019,15,15,2,13,0
IndiGo,Chennai,Kolkata,0,No info,3597.0,6,5,2019,17,17,2,14,45
Jet Airways,Mumbai,Hyderabad,0,No info,5678.0,24,6,2019,21,21,1,19,35
IndiGo,Chennai,Kolkata,0,No info,3850.0,6,6,2019,10,10,2,7,55
SpiceJet,Mumbai,Hyderabad,0,No info,2017.0,18,6,2019,14,14,1,13,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,15,6,2019,19,19,22,20,55
Air India,Delhi,Cochin,2,No info,8603.0,12,6,2019,19,19,7,12,0
Multiple carriers,Delhi,Cochin,1,No info,14153.0,3,3,2019,22,22,9,13,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066.0,6,5,2019,23,23,27,20,25
Multiple carriers,Delhi,Cochin,1,No info,7695.0,21,3,2019,1,1,12,12,50
SpiceJet,Delhi,Cochin,1,No info,8488.0,6,3,2019,13,13,4,8,45
GoAir,Banglore,New Delhi,0,No info,4340.0,18,3,2019,14,14,2,11,40
Jet Airways,Kolkata,Banglore,1,No info,14151.0,15,5,2019,10,10,14,20,25
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087.0,18,3,2019,5,5,12,16,55
Jet Airways,Kolkata,Banglore,1,No info,13759.0,24,3,2019,18,18,22,19,45
Jet Airways,Delhi,Cochin,1,No info,16079.0,21,5,2019,4,4,9,19,15
Multiple carriers,Delhi,Cochin,1,No info,12717.0,1,6,2019,19,19,10,9,0
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995.0,21,6,2019,11,11,1,10,20
SpiceJet,Kolkata,Banglore,0,No info,3873.0,12,4,2019,19,19,2,17,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7826.0,24,3,2019,12,12,5,6,30
Vistara,Kolkata,Banglore,1,No info,7980.0,1,4,2019,9,9,12,20,20
Multiple carriers,Delhi,Cochin,1,No info,9486.0,21,5,2019,0,0,15,9,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,9,6,2019,18,18,23,18,55
IndiGo,Chennai,Kolkata,0,No info,6482.0,3,3,2019,7,7,2,5,15
IndiGo,Delhi,Cochin,1,No info,6628.0,1,6,2019,1,1,8,17,30
Air India,Kolkata,Banglore,1,No info,7452.0,6,6,2019,21,21,11,9,50
Jet Airways,Delhi,Cochin,2,No info,13882.0,15,6,2019,4,4,19,9,25
Multiple carriers,Delhi,Cochin,1,No info,8099.0,27,6,2019,19,19,10,9,15
Vistara,Banglore,Delhi,0,No info,4878.0,1,6,2019,19,19,2,17,0
IndiGo,Kolkata,Banglore,1,No info,5170.0,6,6,2019,20,20,5,15,15
SpiceJet,Banglore,New Delhi,1,No info,6315.0,3,3,2019,23,23,8,15,35
IndiGo,Chennai,Kolkata,0,No info,7295.0,1,3,2019,15,15,2,13,20
Multiple carriers,Delhi,Cochin,1,No info,9794.0,1,5,2019,19,19,11,7,30
SpiceJet,Mumbai,Hyderabad,0,No info,2017.0,21,6,2019,0,0,1,22,45
Multiple carriers,Delhi,Cochin,1,No info,12615.0,9,3,2019,19,19,13,6,40
Vistara,Banglore,New Delhi,0,No info,7240.0,9,3,2019,0,0,2,21,10
Jet Airways,Banglore,Delhi,0,No info,8016.0,24,6,2019,18,18,2,15,15
Vistara,Banglore,Delhi,0,No info,4878.0,6,5,2019,19,19,2,17,0
Air India,Banglore,New Delhi,1,No info,11707.0,12,3,2019,8,8,21,11,50
IndiGo,Delhi,Cochin,1,No info,6147.0,24,6,2019,22,22,5,17,5
IndiGo,Delhi,Cochin,1,No info,6093.0,12,6,2019,21,21,13,7,30
Jet Airways,Kolkata,Banglore,1,No info,12681.0,1,4,2019,8,8,12,20,0
SpiceJet,Banglore,Delhi,0,No info,3311.0,27,5,2019,8,8,2,5,55
Air India,Mumbai,Hyderabad,3,No info,14260.0,12,3,2019,12,12,19,16,50
Air India,Delhi,Cochin,2,No info,13591.0,27,6,2019,19,19,28,14,25
IndiGo,Kolkata,Banglore,0,No info,4804.0,15,5,2019,22,22,2,20,20
Air India,Delhi,Cochin,2,No info,13538.0,15,5,2019,7,7,18,13,20
Jet Airways,Kolkata,Banglore,1,No info,14151.0,9,6,2019,9,9,24,9,35
SpiceJet,Banglore,New Delhi,0,No info,5575.0,15,3,2019,8,8,2,5,45
Jet Airways,Kolkata,Banglore,1,No info,14178.0,24,5,2019,9,9,26,6,30
Air India,Chennai,Kolkata,0,No info,7082.0,12,3,2019,13,13,2,11,40
SpiceJet,Banglore,Delhi,0,No check-in baggage included,4319.0,9,5,2019,0,0,2,21,10
Jet Airways,Delhi,Cochin,2,No info,20747.0,3,3,2019,18,18,24,18,20
Jet Airways,Kolkata,Banglore,1,No info,13759.0,24,3,2019,22,22,14,8,25
Jet Airways,Delhi,Cochin,2,In-flight meal not included,9181.0,21,3,2019,4,4,22,5,40
Jet Airways,Delhi,Cochin,1,No info,17024.0,3,3,2019,18,18,16,2,15
IndiGo,Delhi,Cochin,1,No info,5298.0,27,3,2019,12,12,5,6,40
Jet Airways,Kolkata,Banglore,1,No info,13364.0,1,4,2019,22,22,8,14,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,12,5,2019,16,16,9,6,30
Jet Airways,Kolkata,Banglore,1,No info,13941.0,15,5,2019,4,4,8,20,0
Jet Airways,Banglore,New Delhi,1,No info,12284.0,18,3,2019,13,13,7,5,45
IndiGo,Delhi,Cochin,1,No info,6790.0,21,3,2019,22,22,13,8,35
IndiGo,Mumbai,Hyderabad,0,No info,4392.0,18,5,2019,7,7,1,6,25
Air India,Delhi,Cochin,2,No info,9653.0,6,6,2019,19,19,38,5,0
SpiceJet,Mumbai,Hyderabad,0,No info,2753.0,21,6,2019,7,7,1,5,45
Air India,Kolkata,Banglore,1,No info,6327.0,18,5,2019,11,11,16,19,0
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,11125.0,3,3,2019,22,22,15,7,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,6,6,2019,19,19,20,22,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,9,6,2019,4,4,10,17,30
Air Asia,Delhi,Cochin,1,No info,6752.0,27,5,2019,22,22,5,16,45
IndiGo,Banglore,Delhi,0,No info,4423.0,27,5,2019,8,8,2,6,5
Air Asia,Banglore,Delhi,0,No info,3383.0,21,5,2019,13,13,2,11,10
Air India,Delhi,Cochin,2,No info,12121.0,15,6,2019,7,7,18,13,20
Multiple carriers,Delhi,Cochin,1,No info,9021.0,9,5,2019,1,1,13,11,40
Multiple carriers,Delhi,Cochin,1,No info,8266.0,6,6,2019,19,19,7,11,40
Jet Airways,Delhi,Cochin,1,No info,14714.0,3,6,2019,19,19,23,19,45
Air India,Delhi,Cochin,2,No info,11386.0,27,6,2019,19,19,13,5,55
Jet Airways,Banglore,New Delhi,1,No info,14815.0,6,3,2019,8,8,23,8,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,13843.0,6,3,2019,4,4,19,9,0
IndiGo,Delhi,Cochin,1,No info,7191.0,15,5,2019,21,21,13,7,30
SpiceJet,Kolkata,Banglore,0,No info,6251.0,3,3,2019,19,19,2,17,15
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3815.0,15,3,2019,0,0,2,22,20
Air India,Mumbai,Hyderabad,0,No info,3100.0,15,5,2019,20,20,1,19,30
Vistara,Delhi,Cochin,0,No info,6216.0,21,6,2019,17,17,3,14,40
Multiple carriers,Delhi,Cochin,1,No info,13377.0,27,6,2019,1,1,11,14,0
IndiGo,Banglore,New Delhi,1,No info,5694.0,21,3,2019,12,12,4,7,30
Air India,Kolkata,Banglore,2,No info,15107.0,21,5,2019,12,12,22,14,30
Air India,Delhi,Cochin,1,No info,11260.0,9,3,2019,19,19,20,23,0
Air India,Delhi,Cochin,1,No info,9929.0,27,5,2019,19,19,11,8,0
Air India,Delhi,Cochin,1,No info,5642.0,21,3,2019,9,9,12,20,40
Multiple carriers,Delhi,Cochin,1,No info,13377.0,12,6,2019,1,1,11,14,0
Air India,Kolkata,Banglore,2,No info,16057.0,15,5,2019,13,13,17,20,30
Jet Airways,Banglore,New Delhi,1,No info,12284.0,18,3,2019,10,10,5,5,45
Jet Airways,Mumbai,Hyderabad,0,No info,5678.0,18,3,2019,21,21,1,19,35
Multiple carriers,Delhi,Cochin,1,No info,17703.0,3,3,2019,1,1,7,18,0
IndiGo,Banglore,Delhi,0,No info,4823.0,3,6,2019,10,10,2,7,10
Air India,Kolkata,Banglore,2,No info,5562.0,1,4,2019,13,13,7,5,50
IndiGo,Delhi,Cochin,1,No info,13790.0,6,3,2019,8,8,5,2,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586.0,1,5,2019,8,8,15,16,30
Multiple carriers,Delhi,Cochin,1,No info,11264.0,27,5,2019,19,19,11,7,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,12,5,2019,4,4,9,18,55
IndiGo,Delhi,Cochin,1,No info,6416.0,6,6,2019,21,21,12,8,30
IndiGo,Delhi,Cochin,1,No info,7725.0,9,3,2019,21,21,5,16,0
Jet Airways,Kolkata,Banglore,1,No info,14231.0,24,3,2019,12,12,22,13,55
Jet Airways,Delhi,Cochin,1,No info,19828.0,3,3,2019,4,4,16,11,30
Jet Airways,Mumbai,Hyderabad,0,No info,8040.0,27,3,2019,8,8,1,7,10
Air India,Banglore,New Delhi,0,No info,25913.0,1,3,2019,19,19,2,17,0
Jet Airways,Delhi,Cochin,1,No info,16079.0,21,5,2019,19,19,10,9,0
Air India,Mumbai,Hyderabad,0,No info,4937.0,3,3,2019,22,22,1,21,5
Air India,Delhi,Cochin,2,No info,13039.0,27,6,2019,7,7,14,17,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314.0,1,5,2019,14,14,18,20,25
SpiceJet,Delhi,Cochin,1,No info,4957.0,27,6,2019,22,22,4,17,55
Multiple carriers,Delhi,Cochin,1,No info,14973.0,3,3,2019,11,11,7,4,0
Jet Airways,Kolkata,Banglore,1,No info,14571.0,9,6,2019,16,16,7,8,25
IndiGo,Kolkata,Banglore,0,No info,5224.0,6,5,2019,16,16,2,14,25
Multiple carriers,Delhi,Cochin,1,No info,11622.0,24,6,2019,19,19,9,9,15
GoAir,Banglore,Delhi,0,No info,3419.0,27,5,2019,23,23,2,20,55
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13344.0,1,6,2019,12,12,7,5,30
IndiGo,Delhi,Cochin,1,No info,6316.0,6,6,2019,1,1,9,16,0
IndiGo,Mumbai,Hyderabad,0,No info,4392.0,21,6,2019,18,18,1,16,55
Jet Airways,Delhi,Cochin,2,No info,16704.0,18,5,2019,4,4,15,13,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529.0,12,6,2019,12,12,17,18,55
Jet Airways,Delhi,Cochin,2,No info,14300.0,12,6,2019,12,12,24,12,15
Jet Airways,Delhi,Cochin,2,No info,14300.0,12,6,2019,19,19,24,18,20
Jet Airways,Banglore,Delhi,0,No info,7229.0,3,4,2019,22,22,3,18,55
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841.0,9,6,2019,11,11,2,9,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030.0,1,5,2019,8,8,2,6,0
Jet Airways,Delhi,Cochin,1,No info,16079.0,21,5,2019,4,4,7,20,55
IndiGo,Mumbai,Hyderabad,0,No info,2754.0,27,5,2019,13,13,1,12,0
IndiGo,Delhi,Cochin,1,No info,6842.0,3,6,2019,10,10,4,5,10
Jet Airways,Kolkata,Banglore,1,No info,12576.0,12,6,2019,4,4,8,20,0
Jet Airways,Kolkata,Banglore,1,No info,13067.0,12,5,2019,14,14,28,9,35
Jet Airways,Kolkata,Banglore,1,No info,9358.0,6,5,2019,17,17,7,10,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586.0,9,5,2019,4,4,20,8,25
Air India,Banglore,Delhi,0,No info,5176.0,6,4,2019,16,16,2,13,20
Air India,Delhi,Cochin,1,No info,7480.0,15,6,2019,9,9,12,20,40
Air India,Kolkata,Banglore,2,No info,12723.0,6,6,2019,12,12,30,5,50
Air India,Kolkata,Banglore,1,No info,5793.0,1,4,2019,13,13,4,9,10
Multiple carriers,Delhi,Cochin,1,No info,14848.0,12,6,2019,19,19,10,9,0
Air India,Delhi,Cochin,2,No info,10493.0,15,5,2019,19,19,38,5,0
Jet Airways,Kolkata,Banglore,1,No info,11467.0,9,5,2019,18,18,21,20,25
Air India,Delhi,Cochin,1,No info,9719.0,27,5,2019,19,19,15,3,50
SpiceJet,Kolkata,Banglore,0,No info,3873.0,15,4,2019,0,0,2,22,20
IndiGo,Delhi,Cochin,1,No info,4862.0,21,3,2019,7,7,5,2,5
SpiceJet,Banglore,Delhi,0,No info,3971.0,3,4,2019,12,12,2,9,30
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832.0,21,3,2019,10,10,22,11,40
SpiceJet,Banglore,Delhi,0,No info,3625.0,21,5,2019,12,12,2,9,30
Vistara,Kolkata,Banglore,1,No info,8610.0,1,5,2019,18,18,25,17,0
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841.0,9,5,2019,11,11,2,9,0
Jet Airways,Kolkata,Banglore,1,No info,13941.0,9,5,2019,4,4,14,14,5
IndiGo,Banglore,Delhi,0,No info,4823.0,12,5,2019,21,21,2,18,55
Air India,Kolkata,Banglore,2,No info,12009.0,1,5,2019,21,21,12,9,10
SpiceJet,Chennai,Kolkata,0,No info,3597.0,21,6,2019,10,10,2,8,20
Multiple carriers,Delhi,Cochin,1,No info,21226.0,3,3,2019,1,1,9,16,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577.0,9,6,2019,12,12,17,19,15
Air Asia,Kolkata,Banglore,1,No info,5320.0,12,5,2019,19,19,11,7,35
IndiGo,Banglore,New Delhi,0,No info,6860.0,21,3,2019,10,10,2,7,10
SpiceJet,Mumbai,Hyderabad,0,No info,1759.0,21,3,2019,0,0,1,22,45
Jet Airways,Delhi,Cochin,1,No info,12242.0,27,3,2019,4,4,16,11,30
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841.0,3,6,2019,0,0,2,22,20
Jet Airways,Banglore,Delhi,0,In-flight meal not included,3502.0,27,5,2019,18,18,2,15,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,9,5,2019,23,23,9,14,5
IndiGo,Kolkata,Banglore,0,No info,4174.0,9,4,2019,0,0,2,21,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,5608.0,9,6,2019,17,17,7,10,20
IndiGo,Kolkata,Banglore,1,No info,9376.0,24,5,2019,14,14,4,9,20
Jet Airways,Kolkata,Banglore,1,No info,13584.0,6,5,2019,16,16,19,21,10
Multiple carriers,Delhi,Cochin,1,No info,7354.0,24,6,2019,19,19,10,8,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,12,5,2019,18,18,22,20,0
Jet Airways,Kolkata,Banglore,1,No info,14388.0,12,5,2019,8,8,13,18,55
Jet Airways,Kolkata,Banglore,1,No info,14781.0,18,5,2019,16,16,10,5,45
Air India,Delhi,Cochin,2,No info,9653.0,27,5,2019,19,19,7,12,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,9,6,2019,4,4,18,10,0
IndiGo,Delhi,Cochin,1,No info,6674.0,6,6,2019,22,22,15,6,50
IndiGo,Delhi,Cochin,1,No info,7663.0,3,3,2019,16,16,7,8,35
SpiceJet,Banglore,Delhi,0,No check-in baggage included,4319.0,18,4,2019,8,8,2,5,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373.0,18,5,2019,19,19,16,2,15
Jet Airways,Delhi,Cochin,1,No info,12242.0,9,4,2019,4,4,5,22,50
Jet Airways,Delhi,Cochin,1,No info,16289.0,27,5,2019,19,19,11,8,0
GoAir,Banglore,Delhi,0,No info,3419.0,3,6,2019,23,23,2,20,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7851.0,1,4,2019,16,16,7,8,25
Jet Airways,Banglore,New Delhi,1,No info,12284.0,18,3,2019,15,15,9,5,45
IndiGo,Delhi,Cochin,1,No info,6386.0,15,6,2019,7,7,5,2,0
SpiceJet,Mumbai,Hyderabad,0,No info,2017.0,12,5,2019,0,0,1,22,45
Jet Airways,Delhi,Cochin,2,No info,16274.0,18,5,2019,12,12,7,5,30
